1.4.7 Lesser Antilles / Creole Caribbean	2.2.1.3.24.23	1.4.7 Lesser Antilles / Creole Caribbean
Lemons	1.2.2.8.3.2	Lemons
Lemons	1.2.2.9.3.2	Lemons
Lemons	1.2.3.5.3.2	Lemons
Lemons	1.2.3.6.3.2	Lemons
Lemons	1.2.4.6.3.2	Lemons
Lemons	2.2.7.5.3.7	Lemons
Lemons	2.2.8.2.3.38	Lemons
Lemons	2.2.8.3.3.6	Lemons
Lemons	3.6.1.1.3.7	Lemons
Lemons	3.6.1.2.3.11	Lemons
Lemons	3.6.1.3.3.7	Lemons
Lemons	3.6.1.5.3.9	Lemons
Lemons	3.6.2.1.3.5	Lemons
Lemons	3.6.2.2.3.8	Lemons
Lemons	3.6.2.3.3.8	Lemons
Lemons	3.6.2.4.3.10	Lemons
Lemons	3.6.3.1.3.10	Lemons
Lemons	3.6.3.2.3.12	Lemons
Lemons	3.6.3.3.3.10	Lemons
Lemons	3.6.3.4.3.7	Lemons
Lemons	3.6.4.1.3.8	Lemons
Lemons	3.6.4.2.3.8	Lemons
Lemons	3.6.4.3.3.9	Lemons
Lemons	3.6.4.4.3.8	Lemons
Lemons	3.6.5.1.3.8	Lemons
Lemons	3.6.5.2.3.9	Lemons
Lemons	3.6.5.3.3.8	Lemons
Lemons	4.5.1.1.3.11	Lemons
Lemons	4.5.1.2.3.15	Lemons
Lemons	4.5.1.3.3.8	Lemons
Lemons	4.5.2.1.3.15	Lemons
Lemons	4.5.2.2.3.26	Lemons
Lemons	4.5.3.2.3.12	Lemons
Lemons	4.5.3.4.3.17	Lemons
Lemons	4.5.4.2.3.12	Lemons
Lemons	4.5.4.3.3.7	Lemons
Lemons	4.5.4.4.3.3	Lemons
Lemons	4.5.5.1.3.9	Lemons
Lemons	4.5.5.2.3.10	Lemons
Lemons	4.5.5.3.3.5	Lemons
Lemons	4.5.5.4.3.18	Lemons
Lemons	4.5.6.1.3.5	Lemons
Lemons	4.5.6.2.3.19	Lemons
Lemons	4.5.6.3.3.10	Lemons
Lemons	9.1.3.2.3.14	Lemons
Lemons	9.1.3.3.3.6	Lemons
Lemons	9.1.4.1.3.7	Lemons
Lemons	9.1.4.2.3.6	Lemons
Lemons	9.1.4.3.3.16	Lemons
lemons	1.1.10.2.3.12	lemons
lemons	1.1.10.3.3.14	lemons
lemons	1.1.10.4.3.6	lemons
lemons	1.1.10.5.3.8	lemons
lemons	1.1.8.1.3.9	lemons
lemons	1.1.9.2.3.3	lemons
lemons	1.1.9.4.3.14	lemons
lemons	2.6.2.3.12.2	lemons
lemons	2.6.2.3.19.5	lemons
lemons	2.6.2.3.3.3	lemons
lemons	2.6.2.4.3.6	lemons
lemons	2.6.3.1.3.4	lemons
lemons	2.6.4.2.3.18	lemons
lemons	2.6.6.1.3.5	lemons
lemons	2.7.1.1.12.1	lemons
lemons	2.7.1.1.3.7	lemons
lemons	2.7.1.2.3.3	lemons
lemons	2.7.2.2.3.2	lemons
lemons	2.7.2.3.3.2	lemons
lemons	2.7.2.4.3.4	lemons
lemons	2.7.2.5.3.3	lemons
lemons	2.7.2.5.9.11	lemons
lemons	2.7.3.1.3.11	lemons
lemons	2.7.3.1.9.11	lemons
lemons	2.7.3.2.3.6	lemons
lemons	2.7.3.2.9.11	lemons
lemons	3.1.1.1.3.1	lemons
lemons	3.1.1.2.3.3	lemons
lemons	3.1.2.1.3.4	lemons
lemons	3.1.2.2.3.11	lemons
lemons	3.1.2.4.3.19	lemons
lemons	3.1.3.1.3.6	lemons
lemons	3.1.3.3.3.12	lemons
lemons	3.1.4.1.3.8	lemons
lemons	3.1.4.2.3.7	lemons
lemons	3.1.4.3.3.4	lemons
lemons	3.7.1.1.3.19	lemons
lemons	3.7.1.2.3.3	lemons
lemons	3.7.1.3.3.11	lemons
lemons	3.7.1.4.3.5	lemons
lemons	3.7.1.6.3.10	lemons
lemons	3.7.1.7.3.17	lemons
lemons	3.7.2.4.3.5	lemons
lemons	3.7.4.1.3.5	lemons
lemons	3.7.4.3.3.12	lemons
lemons	3.7.4.4.3.4	lemons
lemons	3.7.5.1.3.6	lemons
lemons	3.7.5.2.3.7	lemons
lemons	3.7.5.3.3.6	lemons
lemons	3.7.6.1.3.9	lemons
lemons	4.2.3.4.3.4	lemons
lemons	4.3.3.1.3.6	lemons
lemons	4.4.1.1.12.1	lemons
lemons	4.4.1.2.12.1	lemons
lemons	4.4.2.1.3.13	lemons
lemons	4.4.2.3.3.8	lemons
lemons	4.4.3.2.12.2	lemons
lemons	4.4.3.2.3.3	lemons
lemons	4.4.3.3.12.1	lemons
lemons	4.4.3.3.3.16	lemons
lemons	4.6.1.2.3.11	lemons
lemons	4.6.4.2.3.6	lemons
lemons	4.6.4.3.3.6	lemons
lemons	4.6.5.3.3.8	lemons
lemons	5.1.2.1.3.1	lemons
lemons	5.1.3.3.3.9	lemons
lemons	8.1.1.3.3.4	lemons
lemons	8.1.4.1.3.7	lemons
lemons	8.1.4.2.3.11	lemons
lempok durian	7.3.4.1.14.8	lempok durian
lempuk durian	7.3.1.4.14.6	lempuk durian
lempuk durian	7.3.1.4.18.8	lempuk durian
Lemse	2.9.2.3.1.15	Lemse
Leña	1.4.1.1.24.2	Firewood
Leña	1.4.1.2.24.1	Firewood
Leña	1.4.1.3.24.3	Firewood
Leña	1.4.1.4.24.1	Firewood
Leña	1.4.2.1.24.2	Firewood
Leña	1.4.2.2.24.2	Firewood
Leña	1.4.2.3.24.2	Firewood
Leña	1.4.2.4.24.2	Firewood
Leña	1.4.2.5.24.2	Firewood
Leña	1.4.3.1.24.2	Firewood
Leña	1.4.3.2.24.2	Firewood
Leña	1.4.3.3.24.2	Firewood
Leña	1.4.3.4.24.2	Firewood
Leña	1.5.1.1.24.1	Firewood
Leña	1.5.1.2.24.1	Firewood
Leña	1.5.1.3.24.1	Firewood
Leña	1.5.1.4.24.1	Firewood
Leña	1.5.2.1.24.1	Firewood
Leña	1.5.2.2.24.1	Firewood
Leña	1.5.2.3.24.1	Firewood
Leña	1.5.2.4.24.1	Firewood
Leña	1.5.3.1.24.2	Firewood
Leña	1.5.3.3.24.1	Firewood
Leña	1.5.3.4.24.1	Firewood
Leña	1.5.3.5.24.1	Firewood
Leña	1.5.5.1.24.1	Firewood
Leña	1.5.5.2.24.1	Firewood
Leña	1.5.5.3.24.1	Firewood
Leña	1.5.5.4.24.1	Firewood
Leña	1.8.2.1.24.2	Firewood
Leña	1.8.2.2.24.2	Firewood
Leña	1.8.5.2.24.1	Firewood
Leña	1.8.6.2.24.3	Firewood
leña	1.2.5.1.24.1	firewood
leña	1.2.5.4.24.3	firewood
leña	1.2.5.5.24.1	firewood
leña	1.2.6.1.24.1	firewood
leña	1.2.6.2.24.1	firewood
leña	1.2.6.3.24.1	firewood
leña	1.2.7.2.24.2	firewood
leña	1.2.7.3.24.1	firewood
leña	1.2.7.4.24.1	firewood
leña	1.3.1.1.24.6	firewood
leña	1.3.1.2.24.4	firewood
leña	1.3.1.3.24.6	firewood
leña	1.3.1.4.24.4	firewood
leña	1.3.1.5.24.5	firewood
leña	1.3.3.1.24.5	firewood
leña	1.3.3.2.24.5	firewood
leña	1.3.3.3.24.6	firewood
leña	1.3.3.4.24.6	firewood
leña	1.3.4.1.24.6	firewood
leña	1.3.4.2.24.6	firewood
leña	1.3.4.3.24.6	firewood
leña	1.3.4.5.24.3	firewood
leña	1.3.5.1.24.7	firewood
leña	1.3.5.2.24.6	firewood
leña	1.3.5.3.24.6	firewood
leña	1.3.5.4.24.6	firewood
leña	1.3.6.1.24.6	firewood
leña	1.3.6.2.24.1	firewood
leña	1.3.6.3.24.1	firewood
leña	1.3.6.4.24.1	firewood
leña	1.3.6.5.24.1	firewood
leña	1.3.7.1.24.1	firewood
leña	1.3.7.2.24.1	firewood
leña	1.3.7.3.24.1	firewood
leña	1.6.3.1.24.2	firewood
leña	1.6.3.2.24.1	firewood
leña	1.6.3.3.24.1	firewood
leña	1.6.5.1.24.1	firewood
leña	1.6.5.2.24.1	firewood
leña	1.6.5.3.24.1	firewood
leña	1.6.5.4.24.1	firewood
Leña de algarrobo	1.8.1.3.24.2	carob firewood
Leña de algarrobo	1.8.1.4.24.2	carob firewood
Leña de algarrobo	1.8.1.5.24.2	carob firewood
Leña de algarrobo	1.8.3.1.24.1	carob firewood
Leña de algarrobo	1.8.3.2.24.1	carob firewood
Leña de algarrobo	1.8.3.3.24.1	carob firewood
Leña de algarrobo	1.8.6.3.24.5	carob firewood
leña de algarrobo	1.6.1.1.24.1	carob firewood
leña de aliso	1.6.2.1.24.2	alder firewood
leña de aliso	1.6.2.3.24.2	alder firewood
leña de almendro	2.2.6.3.24.3	almond firewood
leña de almendro	2.2.7.3.24.2	almond firewood
leña de almendro	2.2.7.4.24.2	almond firewood
Leña de caldén	1.8.1.2.24.4	calden firewood
Leña de chañar	1.8.1.4.24.4	chañar firewood
Leña de chañar	1.8.3.1.24.2	chañar firewood
Leña de chañar	1.8.3.2.24.2	chañar firewood
Leña de chañar	1.8.3.3.24.2	chañar firewood
Leña de coigüe de Magallanes	1.8.5.4.24.3	Magallanes coigüe firewood
Leña de coihue	1.8.5.1.24.2	coihue firewood
Leña de coihue	1.8.5.3.24.3	coihue firewood
leña de encina	2.2.4.1.24.1	oak firewood
leña de encina	2.2.4.2.24.1	oak firewood
leña de encina	2.2.4.3.24.1	oak firewood
leña de encina	2.2.4.4.24.1	oak firewood
leña de encina	2.2.7.2.24.1	oak firewood
leña de encino	1.2.1.1.24.1	oak firewood
leña de encino	1.2.1.2.24.3	oak firewood
leña de encino	1.2.2.1.24.1	oak firewood
leña de encino	1.2.2.2.24.2	oak firewood
leña de encino	1.2.2.3.24.2	oak firewood
leña de encino	1.2.2.4.24.1	oak firewood
leña de encino	1.2.2.5.24.2	oak firewood
leña de encino	1.2.3.1.24.1	oak firewood
leña de encino	1.2.3.2.24.1	oak firewood
leña de encino	1.2.3.3.24.1	oak firewood
leña de encino	1.2.3.4.24.1	oak firewood
leña de encino	1.2.4.3.24.1	oak firewood
leña de encino	1.2.4.4.24.2	oak firewood
leña de encino	1.2.5.2.24.1	oak firewood
leña de encino	1.2.5.3.24.1	oak firewood
leña de encino	1.2.7.1.24.1	oak firewood
Leña de espinillo	1.8.1.1.24.4	Espinillo firewood
Leña de espinillo	1.8.1.2.24.3	Espinillo firewood
Leña de espinillo	1.8.6.3.24.4	Espinillo firewood
Leña de espinillo	1.8.6.4.24.4	Espinillo firewood
Leña de espino	1.8.3.2.24.3	hawthorn firewood
Leña de espino	1.8.4.1.24.1	hawthorn firewood
Leña de espino	1.8.4.2.24.2	hawthorn firewood
Leña de espino	1.8.4.3.24.1	hawthorn firewood
Leña de eucalipto	1.5.4.1.24.1	Eucalyptus firewood
Leña de eucalipto	1.5.4.2.24.1	Eucalyptus firewood
Leña de eucalipto	1.5.4.3.24.1	Eucalyptus firewood
Leña de eucalipto	1.8.2.3.24.2	Eucalyptus firewood
Leña de eucalipto	1.8.4.2.24.1	Eucalyptus firewood
Leña de eucalipto	1.8.4.3.24.3	Eucalyptus firewood
Leña de eucalipto	1.8.6.1.24.3	Eucalyptus firewood
Leña de eucalipto	1.8.6.2.24.2	Eucalyptus firewood
Leña de eucalipto	1.8.6.4.24.3	Eucalyptus firewood
leña de eucalipto	1.6.2.1.24.1	eucalyptus firewood
leña de eucalipto	1.6.2.2.24.1	eucalyptus firewood
leña de eucalipto	1.6.2.4.24.2	eucalyptus firewood
leña de eucalipto	1.6.3.2.24.2	eucalyptus firewood
leña de eucalipto	1.6.4.1.24.1	eucalyptus firewood
leña de eucalipto	1.6.4.2.24.3	eucalyptus firewood
leña de eucalipto	1.6.4.3.24.1	eucalyptus firewood
leña de frutales	1.6.1.2.24.3	fruit firewood
Leña de guayaba	1.4.4.1.24.3	guava firewood
leña de haya	2.2.2.3.24.2	beech firewood
leña de huarango	1.6.1.2.24.2	firewood of huarango
leña de huarango	1.6.1.3.24.3	firewood of huarango
leña de huarango	1.6.2.2.24.4	firewood of huarango
Leña de lenga	1.8.1.6.24.1	beech firewood
Leña de lenga	1.8.5.3.24.2	beech firewood
Leña de lenga	1.8.5.4.24.4	beech firewood
leña de mangle	1.2.4.2.24.1	mangrove firewood
leña de mezquite	1.2.1.2.24.2	mesquite firewood
leña de mezquite	1.2.1.3.24.2	mesquite firewood
leña de mezquite	1.2.1.4.24.3	mesquite firewood
leña de mezquite	1.2.2.2.24.1	mesquite firewood
leña de mezquite	1.2.2.3.24.1	mesquite firewood
leña de mezquite	1.2.2.5.24.1	mesquite firewood
leña de mezquite	1.2.4.1.24.1	mesquite firewood
leña de mezquite	1.2.5.2.24.2	mesquite firewood
leña de molle	1.6.2.2.24.3	molle firewood
leña de molle	1.6.2.3.24.1	molle firewood
leña de molle	1.6.4.3.24.2	molle firewood
leña de nance	1.3.7.2.24.5	nance firewood
leña de naranjo	1.2.3.2.24.2	orange firewood
leña de naranjo	1.2.3.3.24.2	orange firewood
leña de naranjo	1.2.3.4.24.2	orange firewood
leña de naranjo	1.6.1.2.24.1	orange firewood
leña de naranjo	2.2.7.1.24.2	orange firewood
Leña de ñire	1.8.5.3.24.1	ñire firewood
Leña de ñire	1.8.5.4.24.5	ñire firewood
leña de olivo	1.6.1.3.24.1	olive wood
leña de olivo	2.2.4.3.24.2	olive wood
leña de olivo	2.2.6.3.24.1	olive wood
leña de olivo	2.2.7.1.24.1	olive wood
leña de olivo	2.2.7.2.24.2	olive wood
leña de olivo	2.2.7.3.24.1	olive wood
leña de olivo	2.2.7.4.24.1	olive wood
leña de oyamel	1.2.2.1.24.2	fir firewood
leña de pajarobobo	1.6.1.1.24.2	pajarobobo firewood
Leña de pimento	1.4.4.1.24.2	Pimento firewood
Leña de pino	1.8.2.3.24.3	pine firewood
leña de pino	1.2.5.3.24.2	pine firewood
leña de pino	1.2.7.1.24.2	pine firewood
Leña de quebracho	1.8.1.2.24.2	quebracho firewood
Leña de quebracho	1.8.1.3.24.3	quebracho firewood
Leña de quebracho	1.8.1.4.24.3	quebracho firewood
Leña de quebracho	1.8.6.1.24.2	quebracho firewood
Leña de quebracho	1.8.6.4.24.2	quebracho firewood
Leña de quebracho blanco	1.8.1.1.24.2	White quebracho firewood
Leña de quebracho blanco	1.8.1.5.24.1	White quebracho firewood
Leña de quebracho blanco	1.8.6.3.24.2	White quebracho firewood
Leña de quebracho colorado	1.8.1.1.24.3	Red quebracho firewood
Leña de quebracho colorado	1.8.6.3.24.3	Red quebracho firewood
Leña de queñoa	1.8.3.1.24.3	queñoa firewood
leña de queñua	1.6.2.4.24.1	queñua firewood
leña de queñua	1.6.4.1.24.2	queñua firewood
leña de queñua	1.6.4.2.24.1	queñua firewood
Leña de quillay	1.8.4.1.24.2	quillay firewood
Leña de quillay	1.8.4.2.24.3	quillay firewood
Leña de quillay	1.8.4.3.24.2	quillay firewood
leña de quinual	1.6.2.3.24.3	quinual firewood
leña de retama	1.6.2.2.24.2	broom firewood
leña de roble	2.2.2.3.24.1	oak firewood
leña de roble	2.2.2.4.24.1	oak firewood
leña de roble	2.2.4.1.24.2	oak firewood
leña de roble	2.2.4.4.24.2	oak firewood
leña de sarmiento	2.2.4.2.24.2	shoot firewood
leña de sarmiento	2.2.6.3.24.2	shoot firewood
leña de tara	1.6.2.1.24.3	tare firewood
Leña de tineo	1.8.5.1.24.3	tineo firewood
leña de tola	1.6.4.1.24.3	tola firewood
leña de tola	1.6.4.2.24.2	tola firewood
Leña de ulmo	1.8.5.1.24.1	ulmo firewood
leña de vid	1.6.1.3.24.2	vine firewood
leña de zapote	1.6.1.1.24.3	sapote firewood
lendo	4.6.5.3.18.9	lendo
lengana leaves	3.7.3.1.19.3	lengana leaves
lengana leaves	3.7.3.1.7.3	lengana leaves
lengangale	3.7.3.1.14.7	lengangale
lengangale	3.7.3.1.18.4	lengangale
Lengua	1.2.1.6.6.20	Lengua
Lengua	1.2.2.6.6.16	Lengua
Lengua	1.2.2.7.6.16	Lengua
Lengua	1.2.2.8.6.17	Lengua
Lengua	1.2.2.9.6.17	Lengua
Lengua de res	1.5.1.1.6.5	beef tongue
Lengua de res	1.5.1.2.6.3	beef tongue
lengua de res	1.2.7.4.6.9	beef tongue
lengua de res	1.6.4.3.6.14	beef tongue
lengua de res	1.6.5.4.6.6	beef tongue
Lenguado	1.8.2.1.6.23	Lenguado
Lenguado	1.8.2.3.6.2	Lenguado
Lenguado	1.8.3.3.6.8	Lenguado
lenguado	1.3.3.4.6.28	lenguado
lenguado	1.6.1.2.6.12	lenguado
lenguado	1.6.1.3.6.2	lenguado
lenha	1.7.1.1.24.4	lenha
lenha	1.7.1.2.24.3	lenha
lenha	1.7.1.3.24.1	lenha
lenha	1.7.1.4.24.2	lenha
lenha	1.7.2.1.24.1	lenha
lenha	1.7.2.2.24.1	lenha
lenha	1.7.2.3.24.1	lenha
lenha	1.7.2.4.24.1	lenha
lenha	1.7.3.1.24.3	lenha
lenha	1.7.3.2.24.2	lenha
lenha	1.7.3.3.24.1	lenha
lenha	1.7.3.4.24.2	lenha
lenha	1.7.4.1.24.3	lenha
lenha	1.7.4.2.24.1	lenha
lenha	1.7.4.3.24.1	lenha
lenha	1.7.4.4.24.1	lenha
lenha	1.7.5.1.24.1	lenha
lenha	1.7.5.2.24.1	lenha
lenha	1.7.5.3.24.1	lenha
lenha	1.7.5.4.24.1	lenha
lenha	1.7.6.1.24.1	lenha
lenha	1.7.6.2.24.1	lenha
lenha	1.7.6.4.24.2	lenha
lenha	2.2.1.3.24.2	lenha
lenha de azinho	2.2.1.4.24.3	holm oak firewood
lenha de canjiqueira	1.7.6.3.24.1	canjiqueira firewood
lenha de carvalho	2.2.1.2.24.1	oak firewood
lenha de castanho	2.2.1.2.24.2	brown firewood
lenha de jenipapo	1.7.6.3.24.2	genipap firewood
lenha de oliveira	2.2.1.4.24.5	olive firewood
lenha de sobreiro	2.2.1.4.24.4	cork oak firewood
Leningrad rassolnik	2.8.7.2.18.6	Leningrad rassolnik
Lenok	6.8.1.4.6.7	Lenok
lenok	6.6.1.3.6.10	lenok
lenok	8.2.2.1.6.7	lenok
lenok	8.2.2.2.6.8	lenok
lenok	8.2.3.3.6.6	lenok
lenok	8.2.4.1.6.12	lenok
Lenteja	1.5.1.1.4.8	Lenteja
Lenteja	1.5.1.2.4.6	Lenteja
Lenteja	1.5.1.4.4.5	Lenteja
Lenteja	1.5.2.1.4.4	Lenteja
Lenteja	1.5.2.4.4.6	Lenteja
Lenteja	1.5.3.1.4.7	Lenteja
Lenteja	1.5.3.4.4.5	Lenteja
Lenteja	1.5.3.5.4.6	Lenteja
Lenteja	1.5.4.1.4.7	Lenteja
Lenteja	1.5.4.2.4.8	Lenteja
Lenteja	1.5.4.3.4.8	Lenteja
Lenteja	1.5.5.1.4.5	Lenteja
Lenteja	1.5.5.2.4.7	Lenteja
Lenteja	1.5.5.4.4.5	Lenteja
Lenteja	1.8.1.1.4.1	Lenteja
Lenteja	1.8.1.2.4.1	Lenteja
Lenteja	1.8.1.3.4.6	Lenteja
Lenteja	1.8.1.4.4.4	Lenteja
Lenteja	1.8.1.5.4.6	Lenteja
Lenteja	1.8.1.6.4.1	Lenteja
Lenteja	1.8.2.1.4.1	Lenteja
Lenteja	1.8.2.2.4.1	Lenteja
Lenteja	1.8.2.3.4.1	Lenteja
Lenteja	1.8.4.1.4.5	Lenteja
Lenteja	1.8.4.2.4.4	Lenteja
Lenteja	1.8.4.3.4.5	Lenteja
Lenteja	1.8.5.1.4.4	Lenteja
Lenteja	1.8.5.3.4.8	Lenteja
Lenteja	1.8.5.4.4.5	Lenteja
Lenteja	1.8.6.1.4.7	Lenteja
Lenteja	1.8.6.2.4.7	Lenteja
Lenteja	1.8.6.3.4.11	Lenteja
Lenteja	1.8.6.4.4.7	Lenteja
lenteja	1.2.2.2.4.6	lenteja
lenteja	1.2.2.3.4.6	lenteja
lenteja	1.3.7.1.4.5	lenteja
lenteja	1.6.2.4.4.7	lenteja
lenteja	1.6.4.1.4.6	lenteja
lenteja	1.6.4.2.4.6	lenteja
lenteja	2.2.3.4.4.7	lenteja
lenteja	2.2.4.2.4.2	lenteja
lenteja	2.2.4.3.4.7	lenteja
lenteja	2.2.4.4.4.5	lenteja
lenteja	2.2.6.3.4.7	lenteja
lenteja	2.2.7.1.4.5	lenteja
lenteja	2.2.7.2.4.5	lenteja
lenteja	2.2.7.3.4.4	lenteja
lenteja	2.2.7.4.4.4	lenteja
lenteja pardina	2.2.4.2.4.3	lenteja pardina
lenteja pardina	2.2.4.4.4.6	lenteja pardina
lenteja pardina	2.2.6.3.4.8	lenteja pardina
Lentejas	1.4.2.1.4.8	Lentejas
Lentejas	1.4.2.2.4.8	Lentejas
Lentejas	1.4.2.3.4.8	Lentejas
Lentejas	1.4.2.4.4.8	Lentejas
Lentejas	1.4.2.5.4.8	Lentejas
Lentejas	1.4.3.1.4.6	Lentejas
Lentejas	1.4.3.2.4.7	Lentejas
Lentejas	1.4.3.3.4.7	Lentejas
Lentejón	1.8.1.1.4.2	Lenten
lentellas	2.2.2.2.4.5	lentellas
lentho	7.3.2.4.18.7	lentho
Lenticchia di Castelluccio di Norcia IGP	2.4.3.2.18.1	Lentils from Castelluccio di Norcia PGI
Lenticchia di Castelluccio di Norcia IGP	2.4.3.2.4.1	Lentils from Castelluccio di Norcia PGI
Lenticchia di Onano IGP	2.4.4.2.18.5	Onano PGI lentil
Lenticchia di Onano IGP	2.4.4.2.4.2	Onano PGI lentil
lenticchia di Ustica	2.4.6.1.18.14	Ustica lentil
lenticchia di Ustica	2.4.6.1.4.2	Ustica lentil
lenticchie	2.4.1.2.4.8	lenticchie
lenticchie	2.4.1.4.4.4	lenticchie
lenticchie	2.4.2.1.4.11	lenticchie
lenticchie	2.4.2.2.4.7	lenticchie
lenticchie	2.4.2.3.4.6	lenticchie
lenticchie	2.4.2.4.4.6	lenticchie
lenticchie	2.4.3.1.4.8	lenticchie
lenticchie	2.4.3.3.4.12	lenticchie
lenticchie	2.4.3.4.4.5	lenticchie
lenticchie	2.4.4.1.4.8	lenticchie
lenticchie	2.4.4.2.4.11	lenticchie
lenticchie	2.4.4.3.4.6	lenticchie
lenticchie	2.4.5.1.4.12	lenticchie
lenticchie	2.4.5.3.4.14	lenticchie
lenticchie	2.4.5.4.4.9	lenticchie
lenticchie	2.4.6.1.4.6	lenticchie
lenticchie	2.4.6.2.4.9	lenticchie
lenticchie	2.4.6.3.4.5	lenticchie
lenticchie	2.4.7.1.4.5	lenticchie
lenticchie	2.4.7.2.4.5	lenticchie
lenticchie	2.4.7.3.4.5	lenticchie
lenticchie	2.4.7.4.4.5	lenticchie
lenticchie	2.5.4.3.4.6	lenticchie
lenticchie umbre	2.4.3.2.4.10	lenticchie umbre
Lentil	2.5.1.3.4.17	Lentil
Lentil	2.5.2.1.4.14	Lentil
Lentil	2.5.2.3.4.11	Lentil
Lentil	2.5.2.4.4.17	Lentil
Lentil	2.5.3.2.4.14	Lentil
Lentil	2.5.3.3.4.13	Lentil
Lentil	2.5.3.4.4.18	Lentil
Lentil	2.5.4.1.4.14	Lentil
Lentil	2.5.4.2.4.16	Lentil
Lentil	2.5.5.1.4.20	Lentil
Lentil	2.5.5.2.4.21	Lentil
Lentil	2.5.5.3.4.14	Lentil
Lentil	2.5.6.1.4.20	Lentil
Lentil	2.5.6.2.4.18	Lentil
Lentil	2.5.6.3.4.19	Lentil
Lentil	3.2.1.2.4.4	Lentil
Lentil	3.2.1.3.4.5	Lentil
Lentil	3.2.1.4.4.5	Lentil
Lentil	3.2.2.2.4.5	Lentil
Lentil	3.2.2.3.4.7	Lentil
Lentil	3.2.2.4.4.6	Lentil
Lentil	3.2.2.5.4.4	Lentil
Lentil	3.2.3.1.4.6	Lentil
Lentil	3.2.3.3.4.6	Lentil
Lentil	3.3.1.1.4.5	Lentil
Lentil	3.3.1.2.4.3	Lentil
Lentil	3.3.1.3.4.4	Lentil
Lentil	3.3.2.1.4.4	Lentil
Lentil	3.3.2.2.4.2	Lentil
Lentil	3.3.2.3.4.5	Lentil
Lentil	5.3.1.2.4.9	Lentil
Lentil	5.3.2.2.4.8	Lentil
Lentil	5.4.4.2.4.11	Lentil
Lentil	5.4.4.3.4.4	Lentil
Lentil	5.4.5.2.4.7	Lentil
Lentil	5.5.1.2.4.12	Lentil
Lentil	5.5.5.3.4.4	Lentil
lentil	2.8.1.5.4.3	lentil
lentil	5.2.1.3.4.4	lentil
lentil	5.2.3.2.4.7	lentil
Lentil flour	2.3.2.2.1.12	Lentil flour
Lentil flour	5.7.3.1.1.14	Lentil flour
lentil flour	7.1.1.1.18.3	lentil flour
lentil flour	7.1.1.1.22.4	lentil flour
lentil flour mixture	8.1.1.1.18.10	lentil flour mixture
lentil soup	2.8.5.1.18.5	lentil soup
lentil sprouts	9.2.2.1.4.12	lentil sprouts
lentil tomato sauce	5.1.1.3.13.9	lentil tomato sauce
lentilha	1.7.4.2.4.5	lentilha
lentilha	1.7.4.3.4.8	lentilha
lentilha	1.7.5.3.4.5	lentilha
lentilha	1.7.5.4.4.4	lentilha
lentilha	1.7.6.4.4.5	lentilha
lentilhas	2.2.1.1.4.8	lentilhas
Lentille	1.4.7.3.4.5	Lentille
Lentille	1.4.9.1.4.5	Lentille
Lentille	1.4.9.2.4.9	Lentille
Lentille	1.4.9.3.4.5	Lentille
Lentille verte du Puy	2.3.2.3.4.1	Green lentils from Puy
Lentille verte du Puy AOP	2.3.2.3.18.1	Green lentil from Puy AOP
lentilles	2.5.4.2.4.1	lentilles
lentilles béluga	2.5.4.2.4.3	beluga lentils
Lentilles de Cilaos	3.8.3.2.18.1	Cilaos lentils
Lentilles de Cilaos	3.8.3.2.4.1	Cilaos lentils
lentilles noires	2.5.4.2.4.2	lentilles noires
Lentilles vertes du Berry	2.3.2.2.4.1	Berry green lentils
Lentilles vertes du Berry IGP	2.3.2.2.18.7	Green lentils from Berry PGI
Lentils	1.1.13.6.4.9	Lentils
Lentils	1.1.14.6.4.9	Lentils
Lentils	1.2.1.6.4.9	Lentils
Lentils	1.2.2.6.4.10	Lentils
Lentils	1.2.2.7.4.10	Lentils
Lentils	1.2.2.8.4.10	Lentils
Lentils	1.2.2.9.4.10	Lentils
Lentils	1.2.3.5.4.8	Lentils
Lentils	1.2.3.6.4.8	Lentils
Lentils	1.2.4.6.4.9	Lentils
Lentils	1.3.3.1.4.7	Lentils
Lentils	1.3.3.2.4.6	Lentils
Lentils	1.3.3.3.4.6	Lentils
Lentils	1.3.4.3.4.8	Lentils
Lentils	1.3.5.1.4.8	Lentils
Lentils	1.3.6.1.4.8	Lentils
Lentils	1.4.4.1.4.4	Lentils
Lentils	1.4.4.2.4.7	Lentils
Lentils	1.4.4.3.4.7	Lentils
Lentils	1.4.4.4.4.6	Lentils
Lentils	1.4.6.1.4.6	Lentils
Lentils	1.4.6.2.4.5	Lentils
Lentils	1.4.6.3.4.7	Lentils
Lentils	1.4.6.4.4.7	Lentils
Lentils	1.4.7.1.4.6	Lentils
Lentils	1.4.7.2.4.5	Lentils
Lentils	1.4.7.4.4.5	Lentils
Lentils	1.4.8.1.4.6	Lentils
Lentils	1.4.8.2.4.6	Lentils
Lentils	2.2.8.2.4.9	Lentils
Lentils	2.3.2.1.4.5	Lentils
Lentils	2.3.4.3.4.7	Lentils
Lentils	2.3.6.2.4.8	Lentils
Lentils	2.5.2.2.1.34	Lentils
Lentils	2.9.1.4.4.3	Lentils
Lentils	2.9.3.1.4.6	Lentils
Lentils	2.9.3.4.4.5	Lentils
Lentils	3.3.2.1.6.8	Lentils
Lentils	3.6.1.1.4.8	Lentils
Lentils	3.6.2.1.4.7	Lentils
Lentils	3.6.2.2.4.7	Lentils
