1% milk	1.1.1.2.11.2	1% milk
milk	1.1.13.2.11.1	milk
milk	1.1.13.2.16.6	milk
milk	1.1.13.3.11.1	milk
milk	1.1.13.3.16.5	milk
milk	1.1.13.4.11.1	milk
milk	1.1.13.4.16.6	milk
milk	1.1.13.5.11.1	milk
milk	1.1.13.5.16.2	milk
milk	1.1.14.1.16.7	milk
milk	1.1.14.2.16.10	milk
milk	1.1.14.3.11.1	milk
milk	1.1.14.3.16.8	milk
milk	1.1.14.4.11.1	milk
milk	1.1.14.4.16.2	milk
milk	1.1.14.5.11.1	milk
milk	1.1.14.5.16.5	milk
milk	1.1.6.2.20.1	milk
milk	1.1.6.3.20.2	milk
milk	1.3.2.2.11.9	milk
milk	1.3.2.2.16.14	milk
milk	1.3.2.4.11.10	milk
milk	2.1.1.1.16.7	milk
milk	2.1.1.2.16.5	milk
milk	2.1.1.3.16.6	milk
milk	2.1.1.4.16.6	milk
milk	2.1.1.5.16.6	milk
milk	2.1.2.1.16.6	milk
milk	2.1.2.2.16.6	milk
milk	2.1.2.3.16.5	milk
milk	2.1.2.3.20.6	milk
milk	2.1.2.4.11.1	milk
milk	2.1.2.4.16.6	milk
milk	2.3.9.1.11.1	milk
milk	2.3.9.1.16.8	milk
milk	2.6.1.3.16.5	milk
milk	2.6.3.3.16.4	milk
milk	2.6.4.1.16.8	milk
milk	2.6.4.2.16.3	milk
milk	2.6.4.3.16.2	milk
milk	2.6.5.1.16.3	milk
milk	2.6.5.2.16.4	milk
milk	2.6.5.3.16.2	milk
milk	2.6.6.1.11.8	milk
milk	2.6.6.1.16.6	milk
milk	2.6.6.2.16.2	milk
milk	2.6.6.3.16.2	milk
milk	2.6.7.1.16.2	milk
milk	2.6.7.2.16.2	milk
milk	2.6.7.3.16.2	milk
milk	2.6.7.4.11.8	milk
milk	2.6.7.4.16.4	milk
milk	2.6.8.1.16.2	milk
milk	2.6.8.2.16.2	milk
milk	2.6.9.1.16.3	milk
milk	2.6.9.2.16.3	milk
milk	2.6.9.3.16.2	milk
milk	2.6.9.4.11.1	milk
milk	2.7.1.1.16.6	milk
milk	2.7.1.2.16.2	milk
milk	2.7.1.3.16.2	milk
milk	2.7.1.4.16.2	milk
milk	2.7.1.5.16.2	milk
milk	2.7.2.1.16.3	milk
milk	2.7.2.3.16.6	milk
milk	2.7.3.1.16.2	milk
milk	2.7.3.2.16.2	milk
milk	2.8.1.1.16.8	milk
milk	2.8.1.2.16.7	milk
milk	2.8.1.3.16.8	milk
milk	2.8.1.4.11.1	milk
milk	2.8.1.4.16.3	milk
milk	2.8.1.5.16.2	milk
milk	2.8.2.1.11.1	milk
milk	2.8.2.1.16.4	milk
milk	2.8.2.2.11.1	milk
milk	2.8.2.2.16.6	milk
milk	2.8.2.4.11.4	milk
milk	2.8.3.1.11.1	milk
milk	2.8.3.1.16.5	milk
milk	2.8.3.2.11.1	milk
milk	2.8.3.2.16.4	milk
milk	2.8.3.3.11.1	milk
milk	2.8.3.3.16.6	milk
milk	2.8.4.1.11.1	milk
milk	2.8.4.1.16.6	milk
milk	2.8.4.2.11.1	milk
milk	2.8.4.3.11.1	milk
milk	2.8.4.5.11.3	milk
milk	2.8.4.5.16.4	milk
milk	2.8.7.1.16.9	milk
milk	2.8.7.2.16.9	milk
milk	2.8.7.3.16.9	milk
milk	2.8.7.4.16.9	milk
milk	2.8.7.5.16.4	milk
milk	3.1.1.1.11.2	milk
milk	3.1.1.1.16.8	milk
milk	3.1.1.2.16.5	milk
milk	3.1.1.2.20.5	milk
milk	3.1.1.3.16.7	milk
milk	3.1.2.1.11.1	milk
milk	3.1.2.1.16.7	milk
milk	3.1.2.2.11.1	milk
milk	3.1.2.2.16.4	milk
milk	3.1.2.3.16.4	milk
milk	3.1.3.1.16.8	milk
milk	3.1.3.2.16.4	milk
milk	3.1.3.2.20.4	milk
milk	3.1.3.3.16.2	milk
milk	3.1.3.3.20.3	milk
milk	3.1.4.1.16.4	milk
milk	3.1.4.1.20.5	milk
milk	3.1.4.2.16.4	milk
milk	3.1.4.2.20.4	milk
milk	3.4.1.1.16.7	milk
milk	3.4.1.2.16.5	milk
milk	3.4.1.4.16.5	milk
milk	3.4.2.2.16.2	milk
milk	3.4.4.3.16.5	milk
milk	3.4.5.2.16.4	milk
milk	3.4.5.4.16.4	milk
milk	3.4.6.5.16.5	milk
milk	3.4.6.6.16.5	milk
milk	3.4.7.1.16.4	milk
milk	3.4.7.2.16.4	milk
milk	3.4.7.3.16.4	milk
milk	3.4.7.4.16.4	milk
milk	3.7.1.1.11.1	milk
milk	3.7.1.2.11.1	milk
milk	3.7.1.2.16.2	milk
milk	3.7.1.3.11.1	milk
milk	3.7.1.3.16.2	milk
milk	3.7.1.4.11.1	milk
milk	3.7.1.4.16.2	milk
milk	3.7.1.5.11.1	milk
milk	3.7.1.5.16.2	milk
milk	3.7.1.6.11.1	milk
milk	3.7.1.6.16.2	milk
milk	3.7.1.7.11.1	milk
milk	3.7.1.7.16.2	milk
milk	3.7.3.1.16.2	milk
milk	3.7.3.2.16.2	milk
milk	3.7.6.2.16.6	milk
milk	4.1.1.1.11.6	milk
milk	4.1.1.1.16.3	milk
milk	4.1.1.2.11.1	milk
milk	4.1.1.2.16.2	milk
milk	4.1.1.3.16.6	milk
milk	4.1.2.1.16.5	milk
milk	4.1.2.2.16.5	milk
milk	4.1.3.1.16.4	milk
milk	4.1.3.2.16.5	milk
milk	4.1.3.3.16.5	milk
milk	4.1.4.1.16.5	milk
milk	4.1.4.3.16.5	milk
milk	4.1.5.1.16.5	milk
milk	4.1.5.2.16.6	milk
milk	4.1.5.3.16.5	milk
milk	4.1.5.4.16.5	milk
milk	4.2.1.4.11.9	milk
milk	4.2.1.4.16.2	milk
milk	4.2.1.5.16.2	milk
milk	4.3.1.1.11.7	milk
milk	4.3.1.1.16.4	milk
milk	4.3.2.1.16.4	milk
milk	4.3.2.2.16.5	milk
milk	4.3.2.3.16.4	milk
milk	4.3.2.4.16.3	milk
milk	4.3.2.5.16.3	milk
milk	4.3.3.1.16.2	milk
milk	4.3.3.2.16.2	milk
milk	4.3.3.3.16.2	milk
milk	4.3.4.1.16.2	milk
milk	4.3.4.2.16.4	milk
milk	4.3.4.3.16.4	milk
milk	4.3.4.4.16.4	milk
milk	4.3.5.2.16.4	milk
milk	4.3.5.5.16.4	milk
milk	4.4.1.1.16.5	milk
milk	4.4.1.2.16.5	milk
milk	4.4.2.1.16.4	milk
milk	4.4.2.2.16.2	milk
milk	4.4.2.3.16.4	milk
milk	4.4.3.1.16.4	milk
milk	4.4.3.3.16.4	milk
milk	4.4.4.1.16.2	milk
milk	4.4.4.1.20.4	milk
milk	4.4.4.2.16.2	milk
milk	4.4.4.2.20.6	milk
milk	4.4.4.3.16.2	milk
milk	4.4.4.3.20.6	milk
milk	4.6.1.1.16.2	milk
milk	4.6.1.2.11.1	milk
milk	4.6.1.2.16.3	milk
milk	4.6.1.3.16.3	milk
milk	4.6.2.1.11.1	milk
milk	4.6.2.1.16.3	milk
milk	4.6.2.2.11.1	milk
milk	4.6.2.2.16.3	milk
milk	4.6.2.3.11.1	milk
milk	4.6.2.3.16.3	milk
milk	4.6.2.3.20.5	milk
milk	4.6.2.3.6.8	milk
milk	4.6.3.1.16.3	milk
milk	4.6.3.2.11.1	milk
milk	4.6.3.2.16.2	milk
milk	4.6.3.3.11.1	milk
milk	4.6.3.3.16.2	milk
milk	4.6.4.1.11.1	milk
milk	4.6.4.1.16.3	milk
milk	4.6.4.2.11.1	milk
milk	4.6.4.2.16.3	milk
milk	4.6.4.2.20.4	milk
milk	4.6.4.3.11.1	milk
milk	4.6.4.3.16.3	milk
milk	4.6.4.3.20.7	milk
milk	4.6.5.1.11.1	milk
milk	4.6.5.1.16.3	milk
milk	4.6.5.1.20.4	milk
milk	4.6.5.2.11.1	milk
milk	4.6.5.2.16.2	milk
milk	4.6.5.2.20.5	milk
milk	4.6.5.3.11.1	milk
milk	4.6.5.3.16.3	milk
milk	5.1.1.1.11.1	milk
milk	5.1.1.1.16.5	milk
milk	5.1.1.2.11.1	milk
milk	5.1.1.2.16.2	milk
milk	5.1.1.2.20.6	milk
milk	5.1.1.3.11.1	milk
milk	5.1.1.3.16.2	milk
milk	5.1.1.3.20.7	milk
milk	5.1.1.4.11.1	milk
milk	5.1.1.4.16.2	milk
milk	5.1.1.5.11.1	milk
milk	5.1.1.5.16.2	milk
milk	5.1.1.5.19.2	milk
milk	5.1.2.1.11.1	milk
milk	5.1.2.1.16.2	milk
milk	5.1.2.2.11.1	milk
milk	5.1.2.2.16.2	milk
milk	5.1.2.3.11.1	milk
milk	5.1.2.3.16.2	milk
milk	5.1.3.1.11.1	milk
milk	5.1.3.1.16.4	milk
milk	5.1.3.1.19.3	milk
milk	5.1.3.2.11.1	milk
milk	5.1.3.2.16.2	milk
milk	5.1.3.3.11.1	milk
milk	5.1.3.3.16.2	milk
milk	5.2.1.1.16.2	milk
milk	5.2.1.2.11.1	milk
milk	5.2.1.2.16.2	milk
milk	5.2.1.3.16.2	milk
milk	5.2.1.4.16.2	milk
milk	5.2.2.1.16.2	milk
milk	5.2.2.2.16.2	milk
milk	5.2.2.3.16.2	milk
milk	5.2.3.1.16.2	milk
milk	5.2.3.2.16.2	milk
milk	5.2.3.3.20.5	milk
milk	5.2.3.4.16.2	milk
milk	5.2.4.1.16.2	milk
milk	5.2.4.2.16.2	milk
milk	5.2.4.3.16.2	milk
milk	5.2.4.4.16.2	milk
milk	6.1.1.3.16.8	milk
milk	6.1.2.1.11.1	milk
milk	6.4.2.2.16.7	milk
milk	6.4.5.1.16.8	milk
milk	6.4.5.3.16.9	milk
milk	6.4.5.4.16.8	milk
milk	6.7.1.1.11.1	milk
milk	6.7.1.1.16.3	milk
milk	6.7.1.1.20.13	milk
milk	6.7.1.2.11.2	milk
milk	6.7.1.2.16.1	milk
milk	6.7.1.2.20.16	milk
milk	6.7.2.1.11.1	milk
milk	6.7.2.1.16.4	milk
milk	6.7.2.1.20.12	milk
milk	6.7.2.1.6.39	milk
milk	6.7.2.2.11.1	milk
milk	6.7.2.2.16.2	milk
milk	6.7.2.2.6.13	milk
milk	6.7.2.3.11.1	milk
milk	6.7.2.3.16.5	milk
milk	6.7.2.3.6.30	milk
milk	6.7.3.1.11.2	milk
milk	6.7.3.2.11.2	milk
milk	6.7.3.2.16.3	milk
milk	6.7.3.2.20.11	milk
milk	6.7.3.3.11.1	milk
milk	6.7.3.3.16.3	milk
milk	6.7.3.3.19.5	milk
milk	6.7.3.3.20.3	milk
milk	6.7.3.3.6.15	milk
milk	6.7.4.1.11.1	milk
milk	6.7.4.2.11.1	milk
milk	6.7.4.2.16.8	milk
milk	6.7.4.2.6.4	milk
milk	6.7.4.4.11.1	milk
milk	6.7.4.4.16.6	milk
milk	6.7.4.4.20.12	milk
milk	6.7.4.4.6.5	milk
milk	6.7.5.1.11.1	milk
milk	6.7.5.1.16.5	milk
milk	6.7.5.1.20.7	milk
milk	6.7.5.1.6.31	milk
milk	6.7.5.2.11.1	milk
milk	6.7.5.2.16.5	milk
milk	6.7.5.2.20.12	milk
milk	6.7.5.2.6.12	milk
milk	6.7.5.3.11.1	milk
milk	6.7.5.3.16.10	milk
milk	6.7.5.3.20.8	milk
milk	6.7.5.3.6.21	milk
milk	6.7.6.1.11.1	milk
milk	6.7.6.1.16.11	milk
milk	6.7.6.1.20.14	milk
milk	6.7.6.1.6.8	milk
milk	6.7.6.2.11.1	milk
milk	6.7.6.2.16.14	milk
milk	6.7.6.2.20.13	milk
milk	6.7.6.2.6.10	milk
milk	6.7.6.3.11.1	milk
milk	6.7.6.3.16.6	milk
milk	6.7.6.3.20.13	milk
milk	6.7.6.3.6.6	milk
milk	6.7.6.4.11.1	milk
milk	6.7.6.4.16.12	milk
milk	6.7.6.4.20.14	milk
milk	6.7.6.4.6.7	milk
milk	6.7.6.5.11.1	milk
milk	6.7.6.5.16.4	milk
milk	6.7.6.5.20.13	milk
milk	6.7.6.5.6.10	milk
milk	7.2.1.3.11.1	milk
milk	7.2.1.3.16.8	milk
milk	7.2.2.1.11.7	milk
milk	7.3.1.1.11.4	milk
milk	7.3.2.1.11.5	milk
milk	7.3.2.3.11.6	milk
milk	7.3.2.5.16.8	milk
milk	8.1.1.1.16.5	milk
milk	8.1.1.1.20.1	milk
milk	8.1.1.2.16.6	milk
milk	8.1.1.3.16.5	milk
milk	8.1.1.4.16.4	milk
milk	8.1.1.5.16.3	milk
milk	8.1.2.1.16.3	milk
milk	8.1.2.2.16.4	milk
milk	8.1.2.3.11.1	milk
milk	8.1.2.3.16.4	milk
milk	8.1.2.4.16.3	milk
milk	8.1.3.2.16.10	milk
milk	8.1.3.5.11.1	milk
milk	8.1.3.5.16.4	milk
milk	8.1.4.1.16.10	milk
milk	8.1.4.2.16.5	milk
milk	8.1.4.3.16.5	milk
milk	8.1.4.4.16.4	milk
milk	8.1.5.1.16.4	milk
milk	8.1.5.4.16.2	milk
milk	8.2.1.1.16.5	milk
milk	8.2.1.2.16.2	milk
milk	8.2.1.3.16.2	milk
milk	8.2.2.1.16.4	milk
milk	8.2.2.2.16.3	milk
milk	8.2.3.2.16.4	milk
milk	8.2.3.3.16.4	milk
milk	8.2.4.3.16.7	milk
milk	8.2.4.4.16.6	milk
milk	9.2.1.1.11.1	milk
milk	9.2.1.2.11.1	milk
milk	9.2.1.3.11.1	milk
milk	9.2.2.1.11.1	milk
milk	9.2.2.1.16.4	milk
milk	9.2.2.2.16.3	milk
milk	9.2.2.2.20.11	milk
milk	9.2.2.3.11.1	milk
milk	9.2.2.3.16.7	milk
milk	9.2.2.4.11.1	milk
milk	9.2.2.4.16.7	milk
milk	9.2.3.3.16.6	milk
milk	9.5.6.1.11.3	milk
milk	9.5.6.2.11.1	milk
milk	9.5.6.4.11.1	milk
Milk caps	2.9.8.1.2.21	Milk caps
Milk cream	3.6.1.3.10.3	Milk cream
Milk cream	3.6.1.3.11.9	Milk cream
Milk cream	3.6.2.3.10.6	Milk cream
Milk cream	3.6.2.3.11.10	Milk cream
Milk cream	5.4.1.1.10.5	Milk cream
Milk cream	5.4.1.1.11.8	Milk cream
Milk cream	5.4.1.2.10.5	Milk cream
Milk cream	5.4.1.3.10.6	Milk cream
Milk cream	5.4.2.2.10.6	Milk cream
Milk cream	5.4.2.3.10.5	Milk cream
Milk cream	5.4.2.4.10.5	Milk cream
Milk cream	5.4.4.1.10.5	Milk cream
Milk cream	5.4.4.3.10.6	Milk cream
Milk cream	5.6.2.3.11.7	Milk cream
Milk cream	5.6.3.2.11.7	Milk cream
Milk cream	5.6.3.3.11.7	Milk cream
milk cream	3.7.7.2.11.6	milk cream
milk cream	3.7.7.3.11.5	milk cream
milk cream	3.7.8.4.10.5	milk cream
milk cream	4.1.4.3.10.5	milk cream
milk cream	4.2.1.4.10.5	milk cream
Milk fat	2.9.1.2.10.4	Milk fat
milk fat	4.2.1.5.10.4	milk fat
milk fat	6.7.1.1.10.4	milk fat
milk fat	6.7.1.2.10.4	milk fat
milk fat	6.7.2.1.10.2	milk fat
milk fat	6.7.2.2.10.4	milk fat
milk fat	6.7.2.3.10.5	milk fat
milk fat	6.7.3.3.10.2	milk fat
milk fat	6.7.4.3.10.3	milk fat
milk fat	6.7.5.1.10.3	milk fat
milk fat	6.7.5.2.10.3	milk fat
milk fat	6.7.6.2.10.9	milk fat
milk fat	6.7.6.3.10.9	milk fat
milk fat	6.7.6.5.10.8	milk fat
milk fermentation culture	6.1.4.3.22.5	milk fermentation culture
milk foam	8.2.3.1.11.9	milk foam
milk foam	8.2.3.1.18.4	milk foam
milk foam	8.2.3.2.18.3	milk foam
milk foam	8.2.3.3.18.4	milk foam
milk fruit	7.1.6.1.3.17	milk fruit
Milk lamb	2.3.6.4.6.18	Milk lamb
milk lamb	4.1.1.2.6.6	milk lamb
milk mushroom	8.1.1.4.2.9	milk mushroom
Milk mushrooms	2.9.6.3.2.16	Milk mushrooms
milk mushrooms	2.8.7.5.2.14	milk mushrooms
milk mushrooms	8.2.1.2.18.6	milk mushrooms
Milk oliaigua	2.2.8.2.13.6	Milk oliaigua
milk plum	3.7.3.1.3.9	milk plum
milk plum	3.7.4.2.3.11	milk plum
Milk powder	1.4.6.2.11.7	Milk powder
Milk powder	3.5.1.1.11.2	Milk powder
Milk powder	3.5.1.3.11.2	Milk powder
Milk powder	3.5.1.4.11.7	Milk powder
Milk powder	3.5.2.2.11.2	Milk powder
Milk powder	3.5.2.3.11.2	Milk powder
Milk powder	3.5.3.1.11.2	Milk powder
Milk powder	3.5.3.2.11.2	Milk powder
Milk powder	3.5.3.3.11.3	Milk powder
Milk powder	3.5.3.4.11.2	Milk powder
Milk powder	3.5.4.1.11.1	Milk powder
Milk powder	3.5.4.2.11.1	Milk powder
Milk powder	3.5.4.4.11.5	Milk powder
Milk powder	3.5.4.5.11.7	Milk powder
Milk powder	3.5.4.6.11.5	Milk powder
Milk powder	3.5.5.1.11.2	Milk powder
Milk powder	3.5.5.2.11.5	Milk powder
Milk powder	3.5.5.3.11.2	Milk powder
Milk powder	5.8.1.1.11.12	Milk powder
Milk powder	5.8.1.2.11.8	Milk powder
Milk skin	6.8.2.1.11.6	Milk skin
Milk skin	6.8.2.1.13.3	Milk skin
Milk skin	6.8.2.1.17.5	Milk skin
Milk skin	6.8.2.2.10.3	Milk skin
Milk skin	6.8.2.2.11.9	Milk skin
Milk skin	6.8.2.2.17.5	Milk skin
Milk skin	6.8.2.2.18.6	Milk skin
milk skin	6.1.4.3.11.9	milk skin
milk skin	6.1.4.3.18.19	milk skin
milk skin	6.4.1.4.11.6	milk skin
milk skin	6.4.4.2.11.6	milk skin
milk skin	6.4.4.3.11.6	milk skin
milk skin	6.4.4.4.11.7	milk skin
milk skin	6.4.5.1.11.7	milk skin
milk skin	6.4.5.2.11.7	milk skin
milk skin	6.4.5.3.11.7	milk skin
milk skin	6.4.5.4.11.6	milk skin
milk skin of skimmed sheep milk	2.6.2.2.11.8	milk skin of skimmed sheep milk
milk skin yogurt	6.1.1.1.11.4	milk skin yogurt
Milk tea	3.2.3.3.20.2	Milk tea
Milk tea	3.6.1.2.20.2	Milk tea
Milk tea	3.6.1.4.20.2	Milk tea
Milk tea	3.6.1.5.20.3	Milk tea
Milk tea	3.6.2.3.20.2	Milk tea
Milk tea	3.6.2.4.20.2	Milk tea
Milk tea	3.6.3.1.20.2	Milk tea
Milk tea	3.6.3.3.20.2	Milk tea
Milk tea	3.6.3.4.20.2	Milk tea
Milk tea	3.6.4.1.20.2	Milk tea
Milk tea	3.6.4.2.20.2	Milk tea
Milk tea	3.6.4.3.20.2	Milk tea
Milk tea	3.6.4.4.20.2	Milk tea
Milk tea	3.6.5.1.20.2	Milk tea
Milk tea	3.6.5.2.20.2	Milk tea
Milk tea	3.6.5.3.20.2	Milk tea
Milk tea	4.5.2.1.20.5	Milk tea
Milk tea	4.5.3.3.20.5	Milk tea
Milk tea	4.5.4.1.20.4	Milk tea
Milk tea	4.5.4.4.20.4	Milk tea
Milk tea	4.5.5.1.20.4	Milk tea
Milk tea	4.5.5.2.20.3	Milk tea
Milk tea	4.5.6.3.20.5	Milk tea
Milk tea	5.3.1.2.20.2	Milk tea
Milk tea	5.3.2.1.20.4	Milk tea
Milk tea	5.3.2.2.20.4	Milk tea
Milk tea	5.3.2.3.20.4	Milk tea
Milk tea	5.3.3.1.20.4	Milk tea
Milk tea	5.3.3.2.20.5	Milk tea
Milk tea	5.3.3.3.20.4	Milk tea
Milk tea	5.3.3.4.20.4	Milk tea
Milk tea	5.3.4.4.20.5	Milk tea
Milk tea	5.3.5.1.20.4	Milk tea
Milk tea	5.3.5.2.20.5	Milk tea
Milk tea	5.3.5.4.20.4	Milk tea
Milk tea	5.4.1.1.20.3	Milk tea
Milk tea	5.4.1.2.20.4	Milk tea
Milk tea	5.4.1.3.20.4	Milk tea
Milk tea	5.4.1.4.20.3	Milk tea
Milk tea	5.4.2.2.20.4	Milk tea
Milk tea	5.4.2.3.20.4	Milk tea
Milk tea	5.4.2.4.20.4	Milk tea
Milk tea	5.4.4.1.20.6	Milk tea
Milk tea	5.4.4.3.20.7	Milk tea
Milk tea	5.4.5.1.20.7	Milk tea
Milk tea	5.4.5.3.20.8	Milk tea
Milk tea	5.5.1.3.20.2	Milk tea
Milk tea	5.5.5.2.20.2	Milk tea
Milk tea	5.5.5.3.20.2	Milk tea
Milk tea	5.5.5.4.20.8	Milk tea
Milk tea	5.5.5.5.20.7	Milk tea
Milk tea	5.5.5.6.20.2	Milk tea
Milk tea	5.6.3.4.20.5	Milk tea
Milk tea	5.6.5.1.20.3	Milk tea
Milk tea	5.6.5.2.20.2	Milk tea
Milk tea	5.6.5.3.20.2	Milk tea
Milk tea	5.7.1.1.20.5	Milk tea
Milk tea	5.7.1.3.20.6	Milk tea
Milk tea	5.7.2.1.20.3	Milk tea
Milk tea	5.7.2.2.20.2	Milk tea
Milk tea	5.7.2.3.16.4	Milk tea
Milk tea	5.7.2.3.20.2	Milk tea
Milk tea	5.7.2.4.20.2	Milk tea
Milk tea	5.7.3.2.20.3	Milk tea
Milk tea	5.7.3.4.20.3	Milk tea
Milk tea	5.8.1.1.20.2	Milk tea
Milk tea	5.8.1.2.20.3	Milk tea
Milk tea	5.8.1.3.20.2	Milk tea
Milk tea	5.8.1.4.20.3	Milk tea
Milk tea	5.8.1.5.20.3	Milk tea
Milk tea	6.8.2.1.16.3	Milk tea
Milk tea	6.8.2.1.20.1	Milk tea
Milk tea	6.8.2.2.16.5	Milk tea
Milk tea	6.8.2.2.20.1	Milk tea
milk tea	5.1.1.5.20.4	milk tea
milk tea	5.1.2.2.20.4	milk tea
milk tea	5.1.2.3.20.4	milk tea
milk tea	5.1.3.1.20.3	milk tea
milk tea	5.1.3.2.20.3	milk tea
milk tea	5.1.3.3.20.3	milk tea
milk tea	6.1.4.3.16.6	milk tea
milk tea	6.1.4.3.20.2	milk tea
milk tea	6.4.1.4.20.2	milk tea
milk tea	6.4.2.2.20.9	milk tea
milk tea	6.4.4.1.20.3	milk tea
milk tea	6.4.4.2.16.1	milk tea
milk tea	6.4.4.2.20.1	milk tea
milk tea	6.4.4.3.20.2	milk tea
milk tea	6.4.4.4.20.1	milk tea
milk tea	6.4.5.3.16.12	milk tea
milk tea	6.4.5.3.20.2	milk tea
milk tea	7.2.3.1.20.7	milk tea
milk tea	8.2.2.2.16.6	milk tea
milk tea	8.2.3.2.16.6	milk tea
milk tea	8.2.3.2.20.3	milk tea
milk tea	8.2.3.3.20.3	milk tea
milk thistle seeds	8.1.3.4.19.1	milk thistle seeds
Milk tofu	6.8.2.1.11.5	Milk tofu
Milk tofu	6.8.2.2.11.6	Milk tofu
milk tofu	6.1.4.3.11.10	milk tofu
milk tofu	6.1.4.3.18.18	milk tofu
milk ukha	2.8.7.5.18.4	milk ukha
milk whey	6.4.1.4.16.6	milk whey
milk-fed veal	1.1.10.3.6.8	milk-fed veal
milk-roasted pumpkin seeds	4.1.3.2.5.4	milk-roasted pumpkin seeds
Milkfish	3.6.1.1.6.15	Milkfish
Milkfish	5.8.1.1.6.11	Milkfish
Milkfish	5.8.1.5.6.16	Milkfish
Milkfish	6.5.2.1.6.1	Milkfish
Milkfish	6.5.2.2.6.1	Milkfish
Milkfish	6.5.2.3.6.5	Milkfish
Milkfish	7.4.1.1.6.13	Milkfish
Milkfish	7.4.1.2.6.13	Milkfish
Milkfish	7.4.1.4.6.10	Milkfish
Milkfish	7.4.1.5.6.11	Milkfish
Milkfish	7.4.2.1.6.14	Milkfish
Milkfish	7.4.2.2.6.10	Milkfish
Milkfish	7.4.2.3.6.9	Milkfish
Milkfish	7.4.3.1.6.13	Milkfish
Milkfish	7.4.3.2.6.11	Milkfish
Milkfish	7.4.4.4.6.10	Milkfish
Milkfish	7.5.1.3.6.21	Milkfish
milkfish	7.2.4.4.6.12	milkfish
milkfish	7.3.2.5.6.14	milkfish
milkfish	7.3.5.1.6.12	milkfish
milkfish	9.4.3.1.6.22	milkfish
milkfish	9.4.3.3.6.17	milkfish
milkfish	9.4.5.1.6.7	milkfish
milkfish	9.4.5.3.18.9	milkfish
milkfish	9.4.5.3.6.4	milkfish
milkfish	9.5.5.2.18.7	milkfish
milkfish	9.5.5.2.6.21	milkfish
milkfish	9.5.5.3.18.9	milkfish
milkfish	9.5.5.3.6.11	milkfish
Milkfish belly	6.5.2.1.6.2	Milkfish belly
Milkfish belly	6.5.2.2.6.2	Milkfish belly
Milkfish belly	7.4.1.1.18.3	Milkfish belly
Milkfish broth	6.5.2.1.16.2	Milkfish broth
Milkfish broth	6.5.2.2.16.2	Milkfish broth
Milkfish floss	6.5.2.2.18.4	Milkfish floss
Milkfish intestines	6.5.2.2.6.4	Milkfish intestines
Milkfish paste	6.5.2.1.6.4	Milkfish paste
Milkfish skin	6.5.2.1.18.5	Milkfish skin
Milkfish skin	6.5.2.1.6.3	Milkfish skin
Milkfish skin	6.5.2.2.6.3	Milkfish skin
Milkmaids tubers	9.1.1.3.1.3	Milkmaids tubers
Milkmaids tubers	9.1.1.3.2.9	Milkmaids tubers
Milkmaids tubers	9.1.3.1.1.9	Milkmaids tubers
milkshake de bocaiúva	1.7.6.3.20.3	bocaiúva milkshake
Milkshakes	2.9.8.2.20.7	Milkshakes
Milky plum	9.1.1.2.3.10	Milky plum
milky soup	6.1.2.1.16.2	milky soup
Milled dried barley	4.5.1.1.14.7	Milled dried barley
Millet	2.5.5.1.1.42	Millet
Millet	2.5.5.2.1.42	Millet
Millet	2.5.5.3.1.35	Millet
Millet	2.5.6.2.1.47	Millet
Millet	2.5.6.3.1.46	Millet
Millet	3.2.1.4.1.11	Millet
Millet	3.6.1.1.1.9	Millet
Millet	3.6.1.5.1.6	Millet
Millet	3.6.3.1.1.11	Millet
Millet	3.6.3.4.1.1	Millet
Millet	3.8.1.4.1.12	Millet
Millet	4.5.2.1.1.9	Millet
Millet	4.5.4.1.1.7	Millet
Millet	4.5.4.2.1.3	Millet
Millet	4.5.4.3.1.4	Millet
Millet	5.5.5.3.1.8	Millet
Millet	5.5.5.4.1.6	Millet
Millet	5.5.5.5.1.7	Millet
Millet	5.5.5.6.1.6	Millet
Millet	5.7.1.2.1.10	Millet
Millet	5.8.2.1.1.9	Millet
Millet	6.5.3.1.1.1	Millet
Millet	6.5.3.2.1.1	Millet
Millet	6.8.2.1.1.6	Millet
Millet	6.8.2.2.1.9	Millet
millet	1.1.13.1.1.16	millet
millet	2.6.1.1.1.11	millet
millet	2.6.1.3.1.9	millet
millet	2.8.2.2.1.5	millet
millet	2.8.2.4.1.3	millet
millet	2.8.2.5.1.7	millet
millet	2.8.3.1.1.7	millet
millet	2.8.3.2.1.7	millet
millet	2.8.3.3.1.7	millet
millet	2.8.4.3.1.10	millet
millet	2.8.6.1.1.11	millet
millet	2.8.6.2.1.11	millet
millet	2.8.6.3.1.12	millet
millet	2.8.6.4.1.11	millet
millet	2.8.7.1.1.11	millet
millet	2.8.7.2.1.11	millet
millet	2.8.7.3.1.11	millet
millet	2.8.7.4.1.11	millet
millet	2.8.7.5.1.10	millet
millet	3.1.1.3.1.11	millet
millet	3.4.1.1.1.3	millet
millet	3.4.1.2.1.3	millet
millet	3.4.1.3.1.5	millet
millet	3.4.1.4.1.6	millet
millet	3.4.2.1.1.8	millet
millet	3.4.2.2.1.10	millet
millet	3.4.2.4.1.5	millet
millet	3.4.3.2.1.10	millet
millet	3.4.4.3.1.1	millet
millet	3.4.5.2.1.1	millet
millet	3.4.6.4.1.17	millet
millet	3.4.7.1.1.1	millet
millet	3.4.7.2.1.4	millet
millet	3.4.7.3.1.1	millet
millet	3.4.7.4.1.1	millet
